"company name","description","tags","url","size","funding"
"Blackbullion ","Digital financial education","Fintech, •, Education, •, Personal finance, ","https://app.otta.com//companies/Blackbullion","1-20","£1"
"Black Crow AI ","Predictive business analytics platform","B2B, •, Artificial Intelligence, •, Marketing, •, Analytics, •, Machine Learning, •, SaaS, •, eCommerce, ","https://app.otta.com//companies/Black-Crow-AI","21-100","£20.5"
"Blacklane ","Carbon-neutral global chauffeur service","B2C, •, Travel, •, Marketplace, •, Sustainability, •, Cars, •, Transport, •, Ridesharing, ","https://app.otta.com//companies/Blacklane","201-500","£84.8"
"Black Lines ","Cocktails. Just not as you know them.","Retail, •, Consumer Goods, ","https://app.otta.com//companies/Black-Lines","",""
"BLADE ","Tech-powered global urban air mobility platform ","B2C, •, Travel, •, Sustainability, •, Transport, •, Mobility, •, Aerospace, ","https://app.otta.com//companies/BLADE","101-200","£390.8"
"Bleach ","Hair dye and hair care products","B2C, •, Retail, •, Lifestyle, •, Sustainability, •, Beauty, •, Community, •, eCommerce, ","https://app.otta.com//companies/Bleach","",""
"Blenheim Chalcot ","Digital venture builders","B2C, •, B2B, •, Financial Services, •, Venture Capital, ","https://app.otta.com//companies/Blenheim-Chalcot","",""
"Blink ","Enterprise app that empowers frontline workers","B2B, •, Enterprise, •, HR, •, Internal tools, •, Communication, •, SaaS, ","https://app.otta.com//companies/Blink","21-100","£23.4"
"Blinkist ","Quick-hit nonfiction learning app","B2C, •, Education, •, Learning, •, SaaS, •, Mobile, ","https://app.otta.com//companies/Blinkist","201-500","£27.9"
"Blissgrowth ","Conscious-first startup studio & investor","B2B, •, Investing, •, Venture Capital, •, Social Impact, ","https://app.otta.com//companies/Blissgrowth","",""
"Block ","Financial services ecosystem","Fintech, •, B2C, •, B2B, •, Payments, •, Financial Services, ","https://app.otta.com//companies/Block","1001+","£410.7"
"Blockcap ","Digital asset mining platform","Fintech, •, Blockchain, ","https://app.otta.com//companies/Blockcap","1-20","£31.1"
"BlockFi ","Blockchain powered investment platform","Fintech, •, B2C, •, Cryptocurrency, •, Investing, •, Trading, •, Blockchain, ","https://app.otta.com//companies/BlockFi","501-1000","£826.4"
"BLOK ","Fitness studio, offering classes for all levels","B2C, •, Content, •, Fitness, •, Wellbeing, ","https://app.otta.com//companies/BLOK","",""
"Bloomberg Second Measure ","Provider of consumer transaction data","B2B, •, Market research, •, Data Analysis, ","https://app.otta.com//companies/Bloomberg-Second-Measure","21-100","£20.8"
"Bloom Institute of Technology ","Online coding school and bootcamp ","B2C, •, B2B, •, Education, •, Recruitment, •, Learning, ","https://app.otta.com//companies/Bloom-Institute-of-Technology","501-1000","£100.1"
"BloomReach ","Helps companies improve customer experience","B2B, •, Artificial Intelligence, •, Enterprise, •, Internal tools, •, Analytics, ","https://app.otta.com//companies/BloomReach","501-1000","£345.8"
"bloop ","Empowering software developers to work smarter","B2B, •, Productivity, •, SaaS, •, Automation, ","https://app.otta.com//companies/bloop-1","1-20","£0.1"
"Blue Bottle Coffee ","Coffee roaster and retailer","B2B, •, Food, •, Data Analysis, •, Consumer Goods, •, Community, ","https://app.otta.com//companies/Blue-Bottle-Coffee","501-1000","£111.2"
"BlueConic ","Making customer data more accessible for marketing","B2B, •, Enterprise, •, Big data, •, Marketing, •, Data Sharing, ","https://app.otta.com//companies/BlueConic","101-200","£22.1"
"Bluedot ","early warning technology for infectious diseases","B2B, •, Artificial Intelligence, •, Big data, •, Biology, •, SaaS, ","https://app.otta.com//companies/Bluedot","21-100","£7.8"
"Blue J Legal ","Machine learning-powered tax & legal analysis","B2B, •, Legal, •, Machine Learning, •, SaaS, •, Accounting, ","https://app.otta.com//companies/Blue-J-Legal","21-100","£13.5"
"Blueliv ","Cyberthreat intelligence services provider","B2B, •, Security, •, SaaS, •, Cyber Security, ","https://app.otta.com//companies/Blueliv","21-100","£5.7"
"Blueprint ","Building the worlds best customer experience for DTC brands via SMS and WhatsApp","Payments, •, SaaS, •, Mobile, •, eCommerce, ","https://app.otta.com//companies/Blueprint","21-100","£4"
"Blue Prism ","Robotic process automation software","B2B, •, Artificial Intelligence, •, Enterprise, •, Robotics, •, SaaS, •, Automation, ","https://app.otta.com//companies/Blue-Prism","1001+","£3.4"
"BlueVine ","Accessible and modern financial services","Fintech, •, B2B, •, Banking, •, Lending, •, Financial Services, ","https://app.otta.com//companies/BlueVine","501-1000","£268.5"
"Bluezone Insurance ","Life insurance business focused on serving those with chronic condtions","Fintech, •, B2C, •, Personal health, •, Artificial Intelligence, •, Insurance, •, Machine Learning, ","https://app.otta.com//companies/Bluezone-Insurance","1-20","£1.5"
"Boba Network ","Ethereum Layer 2 scaling solution","Fintech, •, B2C, •, Retail, •, B2B, •, Cryptocurrency, •, Enterprise, •, Blockchain, •, Cloud Computing, ","https://app.otta.com//companies/Boba-Network","1-20","£36.9"
"Boclips ","Educational videos for student learning","B2C, •, B2B, •, Education, •, Publishing, •, Content, •, Learning, ","https://app.otta.com//companies/Boclips","21-100","£3"
"Bodyport ","Cardiac monitoring telehealth provider","Healthcare, •, B2C, •, Personal health, ","https://app.otta.com//companies/Bodyport","1-20","£13"
"Bokksu ","Japanese snack subscription service","B2C, •, Marketplace, •, Food, •, Consumer Goods, •, Delivery, •, eCommerce, ","https://app.otta.com//companies/Bokksu","21-100","£18.1"
"BOL Foods ","Vegan, ethical and natural food brand","B2C, •, Retail, •, Sustainability, •, Food, •, Consumer Goods, ","https://app.otta.com//companies/BOL-Foods","",""
"Bolster Inc. ","Enterprise digital risk protection platform","B2B, •, Artificial Intelligence, •, Security, •, Enterprise, •, Cyber Security, ","https://app.otta.com//companies/Bolster-Inc-","",""
"Bolt Mobility ","Sustainable city micromobility solutions","B2B, •, Sustainability, •, Transport, •, Mobility, •, Electric Vehicles, ","https://app.otta.com//companies/Bolt-Mobility","",""
"Bombinate ","Marketplace for artisanal furniture, menswear and lifestyle ","Marketplace, •, eCommerce, ","https://app.otta.com//companies/Bombinate","",""
"Bond ","Connects digital financial brands to end users","Fintech, •, B2B, •, Enterprise, •, Banking, •, Credit cards, •, Financial Services, •, SaaS, ","https://app.otta.com//companies/Bond","21-100","£34.5"
"Bond Origination Technologies ","Workflow and analytics platform for debt capital markets","Fintech, •, B2B, •, Capital Markets, ","https://app.otta.com//companies/Bond-Origination-Technologies","",""
"Bond Vet ","A vet clinic designed around you and your pet","Healthcare, •, B2C, •, Pets, ","https://app.otta.com//companies/Bond-Vet","101-200","£158.1"
"bonjour ","Salesforce integration app for Zoom","Retail, •, B2B, •, Enterprise, •, SaaS, •, Data Analysis, •, Sales, ","https://app.otta.com//companies/bonjour","",""
"Bonsai ","E-commerce technology for content publishers","Retail, •, Artificial Intelligence, •, Content, •, eCommerce, ","https://app.otta.com//companies/Bonsai","21-100","£6.6"
"Bookboon ","The world’s largest publisher of eBooks","B2C, •, Education, •, Publishing, ","https://app.otta.com//companies/Bookboon-1","",""
"Booking.com ","Leading travel accommodation and experiences marketplace","Fintech, •, Hospitality, •, B2B, •, Travel, •, Marketplace, ","https://app.otta.com//companies/Booking-com","1001+","£0.1"
"Bookshop.org ","Online bookstore championing independent local bookshops","B2C, •, Retail, •, B2B, •, Marketplace, •, Entertainment, •, Community, •, eCommerce, ","https://app.otta.com//companies/Bookshop-org","21-100","£0.8"
"Boomin ","Real estate company","B2C, •, Property, •, B2B, •, Marketplace, •, Real Estate, ","https://app.otta.com//companies/Boomin","",""
"Boost ","Digital insurance infrastructure-as-a-service","Fintech, •, B2B, •, Insurance, ","https://app.otta.com//companies/Boost","21-100","£30.4"
"Booster Fuels ","On-demand gas delivery","B2C, •, Energy, •, Transport, ","https://app.otta.com//companies/Booster-Fuels","101-200","£174.7"
"Borrowell ","Credit scoring, reporting, and financial education service","Fintech, •, B2C, •, Credit Scoring, •, B2B, •, Personal finance, ","https://app.otta.com//companies/Borrowell","101-200","£79.2"
"Boseman ","Custom building the future of money management","Fintech, •, B2B, •, Banking, ","https://app.otta.com//companies/Boseman","",""
"Bother ","Delivering household essentials more efficiently","B2C, •, Retail, •, Sustainability, ","https://app.otta.com//companies/Bother","21-100","£4.4"
"Boulevard ","Business management platform for spas and salons ","Hospitality, •, B2B, •, SaaS, ","https://app.otta.com//companies/Boulevard","201-500","£31.2"
"Bower Collective ","Sustainable personal care and household products","B2C, •, Sustainability, •, Consumer Goods, •, Environmental, •, eCommerce, ","https://app.otta.com//companies/Bower-Collective","1-20","£2.1"
"Bowery Valuation ","Tech-enabled commercial appraisal firm","Property, •, B2B, •, Big data, •, Real Estate, •, SaaS, ","https://app.otta.com//companies/Bowery-Valuation","201-500","£50.8"
"Boxed ","Wholesale bulk shopping deliveries ","B2C, •, Food, •, Consumer Goods, •, Delivery, ","https://app.otta.com//companies/Boxed","201-500","£591.9"
"BOXT ","Connecting homeowners with trusted installation experts","B2C, •, Sustainability, •, Electric Vehicles, •, Home improvement, •, eCommerce, ","https://app.otta.com//companies/BOXT","21-100","£17.3"
"Brainbase ","Technology platform for intellectual property solutions","B2B, •, Marketplace, •, Legal, ","https://app.otta.com//companies/Brainbase","21-100","£9.9"
"Brain Technologies ","AI and interface company","B2B, •, Artificial Intelligence, •, Languages, •, SaaS, •, Web Design, ","https://app.otta.com//companies/Brain-Technologies","21-100","£74.3"
"Branch ","Mobile app marketing software","B2B, •, Marketing, •, SaaS, •, Mobile, ","https://app.otta.com//companies/Branch","501-1000","£546.6"
"Branded ","Aggregator-operator company for top e-commerce brands","B2B, •, Marketing, •, Advertising, •, Consumer Goods, •, eCommerce, ","https://app.otta.com//companies/Branded","201-500","£122.9"
"Brandwatch ","Digital consumer intelligence company","B2B, •, Enterprise, •, Marketing, •, Analytics, •, Market research, •, Business Intelligence, ","https://app.otta.com//companies/Brandwatch","1001+","£52.5"
"Brarista ","AI bra fitting services","B2B, •, Artificial Intelligence, •, Mobile, ","https://app.otta.com//companies/Brarista","1-20","£0.2"
"Braze ","Customer engagement platform","B2B, •, Marketing, •, Analytics, •, Communication, ","https://app.otta.com//companies/Braze","1001+","£143.6"
"Breadboard ","Electronics supply chain management","B2B, •, Enterprise, •, Manufacturing, •, Supply Chain, •, SaaS, •, Automation, ","https://app.otta.com//companies/Breadboard","1-20","£0.8"
"Breathe Battery Technologies ","Advanced battery management software","B2B, •, Sustainability, •, Electric Vehicles, •, SaaS, ","https://app.otta.com//companies/Breathe-Battery-Technologies","1-20","£1.5"
"Breedr ","Farm management software and livestock trading app","Supply Chain, •, Agriculture, •, Mobile, ","https://app.otta.com//companies/Breedr","21-100","£10.8"
"Brex ","All-in-one finance for business","Fintech, •, B2B, •, Payments, •, Financial Services, ","https://app.otta.com//companies/Brex","1001+","£932.4"
"Bridebook ","Wedding planning and marketplace for couples","Lifestyle, •, Marketplace, •, Weddings, ","https://app.otta.com//companies/Bridebook","",""
"Bridgit ","Workforce intelligence for construction","B2B, •, HR, •, Construction, •, SaaS, ","https://app.otta.com//companies/Bridgit","101-200","£32"
"Brightcove ","Leading cloud-based online video platform","B2B, •, Enterprise, •, Marketing, •, Digital Media, •, Advertising, •, Video, •, Cloud Computing, ","https://app.otta.com//companies/Brightcove","501-1000","£128.9"
"Brightflag ","AI-driven legal operations software","B2B, •, Artificial Intelligence, •, Legal, •, SaaS, •, Cloud Computing, ","https://app.otta.com//companies/Brightflag","101-200","£9"
"BrightHire ","Smart interview platform","B2B, •, Marketplace, •, Recruitment, •, HR, ","https://app.otta.com//companies/BrightHire","21-100","£29.6"
